DISTRICT_CD,DISTRICT,SDPO_CD,SDPO,CIRCLE_CD,CIRCLE,PS_CD,PS
2031,Sri Potti Sriramulu Nellore,2031401,Nellore Rural SDPO,2031205,Kovur Circle,2031026,Indukurpet
2031,Sri Potti Sriramulu Nellore,2031401,Nellore Rural SDPO,2031205,Kovur Circle,2031034,Kovur
2031,Sri Potti Sriramulu Nellore,2031401,Nellore Rural SDPO,2031204,Krishnapatnam Port Circle,2031038,Krishnapatnam Port
2031,Sri Potti Sriramulu Nellore,2031401,Nellore Rural SDPO,2031204,Krishnapatnam Port Circle,2031042,Muttukur
2031,Sri Potti Sriramulu Nellore,2031401,Nellore Rural SDPO,2031204,Krishnapatnam Port Circle,2031065,Totapalli Gudur
2031,Sri Potti Sriramulu Nellore,2031401,Nellore Rural SDPO,0,-,2031070,V. Sataram UPS
2031,Sri Potti Sriramulu Nellore,2031404,Atmakur SDPO,2031225,Sangam Circle,2031011,Chejerla
2031,Sri Potti Sriramulu Nellore,2031401,Nellore Rural SDPO,2031216,Podalakur Circle,2031043,Manubolu
2031,Sri Potti Sriramulu Nellore,2031401,Nellore Rural SDPO,2031216,Podalakur Circle,2031053,Podalakur
2031,Sri Potti Sriramulu Nellore,2031400,Nellore Town SDPO,0,-,2031052,Balajinagar UPS
2031,Sri Potti Sriramulu Nellore,2031400,Nellore Town SDPO,0,-,2031046,Chinna Bazar UPS
2031,Sri Potti Sriramulu Nellore,2031400,Nellore Town SDPO,0,-,2031049,Dargamitta UPS
2031,Sri Potti Sriramulu Nellore,2031400,Nellore Town SDPO,0,-,2031047,Nawabpet UPS
2031,Sri Potti Sriramulu Nellore,2031400,Nellore Town SDPO,0,-,2031048,Santhapet UPS
2031,Sri Potti Sriramulu Nellore,2031400,Nellore Town SDPO,0,-,2031051,Vedayapalem UPS
2031,Sri Potti Sriramulu Nellore,2031402,Gudur SDPO,0,-,2031022,Gudur I Town UPS
2031,Sri Potti Sriramulu Nellore,2031402,Gudur SDPO,0,-,2031023,Gudur II Town UPS
2031,Sri Potti Sriramulu Nellore,2031402,Gudur SDPO,2031207,Gudur Rural Circle,2031012,Chillakur
2031,Sri Potti Sriramulu Nellore,2031402,Gudur SDPO,2031207,Gudur Rural Circle,2031021,Gudur Rural
2031,Sri Potti Sriramulu Nellore,2031402,Gudur SDPO,2031207,Gudur Rural Circle,2031033,Kota
2031,Sri Potti Sriramulu Nellore,0,-,0,-,2031008,"CCS , Nellore"
2031,Sri Potti Sriramulu Nellore,0,-,0,-,2031015,"Mahila UPS, Nellore"
2031,Sri Potti Sriramulu Nellore,0,-,0,-,2031056,"North Traffic, Nellore"
2031,Sri Potti Sriramulu Nellore,0,-,0,-,2031055,"South Traffic, Nellore"
2031,Sri Potti Sriramulu Nellore,2031404,Atmakur SDPO,2031225,Sangam Circle,2031003,A.S.Pet
2031,Sri Potti Sriramulu Nellore,2031404,Atmakur SDPO,2031215,Atmakur Circle,2031077,Ananthasagaram
2031,Sri Potti Sriramulu Nellore,2031404,Atmakur SDPO,2031215,Atmakur Circle,2031002,Atmakur
2031,Sri Potti Sriramulu Nellore,2031404,Atmakur SDPO,2031215,Atmakur Circle,2031014,Marripadu (D.C.Palli)
2031,Sri Potti Sriramulu Nellore,2031404,Atmakur SDPO,2031225,Sangam Circle,2031074,Sangam
2031,Sri Potti Sriramulu Nellore,2031404,Atmakur SDPO,2031215,Atmakur Circle,2031063,Somasila
2031,Sri Potti Sriramulu Nellore,2031404,Atmakur SDPO,2031224,Rapur Circle,2031029,Kaluvoy
2031,Sri Potti Sriramulu Nellore,2031404,Atmakur SDPO,2031224,Rapur Circle,2031036,Kandaleru
2031,Sri Potti Sriramulu Nellore,2031404,Atmakur SDPO,2031224,Rapur Circle,2031057,Rapur
2031,Sri Potti Sriramulu Nellore,2031404,Atmakur SDPO,2031224,Rapur Circle,2031062,Sydapuram
2031,Sri Potti Sriramulu Nellore,2031403,Kavali SDPO,0,-,2031031,Kavali I Town UPS
2031,Sri Potti Sriramulu Nellore,2031403,Kavali SDPO,0,-,2031037,Kavali II Town UPS
2031,Sri Potti Sriramulu Nellore,2031403,Kavali SDPO,2031213,Kaligiri Circle,2031027,Jaladanki
2031,Sri Potti Sriramulu Nellore,2031403,Kavali SDPO,2031213,Kaligiri Circle,2031028,Kaligiri
2031,Sri Potti Sriramulu Nellore,2031403,Kavali SDPO,2031213,Kaligiri Circle,2031035,Kondapuram
2031,Sri Potti Sriramulu Nellore,2031403,Kavali SDPO,2031213,Kaligiri Circle,2031073,Vinjamur
2031,Sri Potti Sriramulu Nellore,2031403,Kavali SDPO,2031212,Kavali Rural Circle,2031001,Allur
2031,Sri Potti Sriramulu Nellore,2031403,Kavali SDPO,0,-,2031030,Kavali Rural UPS
2064,Sri Sathya Sai,2012405,Puttaparthi SDPO,2012216,Puttaparthi Rural Circle,2012010,Bukkapatnam
2064,Sri Sathya Sai,2012405,Puttaparthi SDPO,0,-,2012086,kothacheruvu ups
2064,Sri Sathya Sai,2012405,Puttaparthi SDPO,2012216,Puttaparthi Rural Circle,2012038,Puttaparthy Rural
2064,Sri Sathya Sai,2012401,Dharmavaram SDPO,0,,2064004,Dharmavaram II Town
2064,Sri Sathya Sai,2012401,Dharmavaram SDPO,0,-,2012015,Dharmavaram I Town
2064,Sri Sathya Sai,2012401,Dharmavaram SDPO,2012203,Dharmavaram Rural Circle,2012011,Bathalapalli
2064,Sri Sathya Sai,2012401,Dharmavaram SDPO,0,-,2012039,Mudigubba
2064,Sri Sathya Sai,2012401,Dharmavaram SDPO,2012220,Mudigubba Circle,2012052,Patnam
2064,Sri Sathya Sai,2012401,Dharmavaram SDPO,2012203,Dharmavaram Rural Circle,2012072,Dharmavaram Rural
2064,Sri Sathya Sai,2012401,Dharmavaram SDPO,2012220,Mudigubba Circle,2012065,Tadimarri
2064,Sri Sathya Sai,2012401,Dharmavaram SDPO,2012204,Ramagiri Circle,2012012,Chennekothapalli
2064,Sri Sathya Sai,2012401,Dharmavaram SDPO,2012204,Ramagiri Circle,2012071,Kanaganapalli
2064,Sri Sathya Sai,2012401,Dharmavaram SDPO,2012204,Ramagiri Circle,2012060,Ramagiri
2064,Sri Sathya Sai,2064400,Hindupur SDPO,0,-,2012025,Hindupur I Town
2064,Sri Sathya Sai,2064400,Hindupur SDPO,0,-,2012027,Hindupur II Town
2064,Sri Sathya Sai,2064400,Hindupur SDPO,0,-,2012024,Hindupur Rural
2064,Sri Sathya Sai,2064400,Hindupur SDPO,2012211,Hindupur Rural Circle,2012013,Chilmathur
2064,Sri Sathya Sai,2064400,Hindupur SDPO,2012211,Hindupur Rural Circle,2064003,Hindupuram Traffic
2064,Sri Sathya Sai,2064400,Hindupur SDPO,2012211,Hindupur Rural Circle,2012036,Lepakshi
2064,Sri Sathya Sai,2012403,Kadiri SDPO,0,-,2012029,Kadiri Rural
2064,Sri Sathya Sai,2012403,Kadiri SDPO,0,-,2012030,Kadiri Town
2064,Sri Sathya Sai,2012403,Kadiri SDPO,2012209,Kadiri Rural Circle,2012017,Gandlapenta
2064,Sri Sathya Sai,2012403,Kadiri SDPO,2012209,Kadiri Rural Circle,2012044,N.P.Kunta
2064,Sri Sathya Sai,2012403,Kadiri SDPO,2012209,Kadiri Rural Circle,2012043,Nallacheruvu
2064,Sri Sathya Sai,2012403,Kadiri SDPO,2012209,Kadiri Rural Circle,2012068,Talupula
2064,Sri Sathya Sai,2012403,Kadiri SDPO,2012209,Kadiri Rural Circle,2012069,Tanakal
2064,Sri Sathya Sai,2012404,Penukonda SDPO,0,-,2012019,Gorantla
2064,Sri Sathya Sai,2012404,Penukonda SDPO,2012213,Madakasira Circle,2012006,Agali
2064,Sri Sathya Sai,2012404,Penukonda SDPO,2012213,Madakasira Circle,2012001,Amarapuram
2064,Sri Sathya Sai,2012404,Penukonda SDPO,2012213,Madakasira Circle,2012022,Gudibanda
2064,Sri Sathya Sai,2012404,Penukonda SDPO,0,-,2012037,Madakasira ups
2064,Sri Sathya Sai,2012404,Penukonda SDPO,2012213,Madakasira Circle,2012058,Rolla
2064,Sri Sathya Sai,2012404,Penukonda SDPO,2012214,Penukonda Circle,2012094,KIA PS
2064,Sri Sathya Sai,2012404,Penukonda SDPO,2012214,Penukonda Circle,2012055,Parigi
2064,Sri Sathya Sai,2012404,Penukonda SDPO,2012214,Penukonda Circle,2012053,Penukonda
2064,Sri Sathya Sai,2012404,Penukonda SDPO,2012214,Penukonda Circle,2012059,Roddam
2064,Sri Sathya Sai,2012404,Penukonda SDPO,2012214,Penukonda Circle,2012089,Somandepalli
2064,Sri Sathya Sai,2012405,Puttaparthi SDPO,0,-,2012054,Puttaparthi Town
2064,Sri Sathya Sai,2012405,Puttaparthi SDPO,0,-,2012091,Puttaparthi Airport
2064,Sri Sathya Sai,2012405,Puttaparthi SDPO,0,-,2012090,Puttaparthi Security Wing
2064,Sri Sathya Sai,2012405,Puttaparthi SDPO,2012210,Nallamada Circle,2012007,Amadaguru
2064,Sri Sathya Sai,2012405,Puttaparthi SDPO,2012210,Nallamada Circle,2012042,Nallamada
2064,Sri Sathya Sai,2012405,Puttaparthi SDPO,2012210,Nallamada Circle,2012045,O.D.Cheruvu
2034,Srikakulam,2034401,Kasibugga SDPO,2034204,Kasibugga Rural Circle,2034058,Vajrapukothuru
2034,Srikakulam,2034403,Tekkali SDPO,2034206,Tekkali Circle,2034037,Santhabommali
2034,Srikakulam,2034403,Tekkali SDPO,2034206,Tekkali Circle,2034035,Naupada
2034,Srikakulam,2034403,Tekkali SDPO,2034206,Tekkali Circle,2034033,Nandigam
2034,Srikakulam,2034403,Tekkali SDPO,2034206,Tekkali Circle,2034024,Kotabommali
2034,Srikakulam,2034403,Tekkali SDPO,2034209,Pathapatnam Circle,2034039,Pathapatnam
2034,Srikakulam,2034403,Tekkali SDPO,2034209,Pathapatnam Circle,2034029,Meliaputti
2034,Srikakulam,2034403,Tekkali SDPO,2034201,Narasannapeta Circle,2034045,Saravakota
2034,Srikakulam,2034403,Tekkali SDPO,2034201,Narasannapeta Circle,2034041,Polaki
2034,Srikakulam,2034403,Tekkali SDPO,2034201,Narasannapeta Circle,2034032,Narasannapeta
2034,Srikakulam,2034403,Tekkali SDPO,2034201,Narasannapeta Circle,2034022,Jalumuru
2034,Srikakulam,2034403,Tekkali SDPO,2034207,Kothuru Circle,2034025,Kothuru
2034,Srikakulam,0,-,0,-,2034009,"CCS , Srikakulam"
2034,Srikakulam,0,-,0,-,2034031,"Mahila UPS, Srikakulam"
2034,Srikakulam,0,-,0,-,2034055,Srikakulam Traffic
2034,Srikakulam,2034401,Kasibugga SDPO,0,-,2034023,Kasibugga
2034,Srikakulam,2034401,Kasibugga SDPO,2034203,Itchapuram Circle,2034020,Itchapuram Rural
2034,Srikakulam,2034401,Kasibugga SDPO,2034203,Itchapuram Circle,2034019,Itchapuram Town
2034,Srikakulam,2034401,Kasibugga SDPO,2034203,Itchapuram Circle,2034027,Kaviti
2034,Srikakulam,2034401,Kasibugga SDPO,2034204,Kasibugga Rural Circle,2034030,Mandasa
2034,Srikakulam,2034403,Tekkali SDPO,0,-,2034054,Tekkali PS
2034,Srikakulam,2034401,Kasibugga SDPO,2034205,Sompeta Circle,2034004,Baruva
2034,Srikakulam,2034401,Kasibugga SDPO,2034205,Sompeta Circle,2034026,Kanchili
2034,Srikakulam,2034401,Kasibugga SDPO,2034205,Sompeta Circle,2034047,Sompeta
2034,Srikakulam,2034400,Srikakulam SDPO,0,-,2034052,Srikakulam II Town
2034,Srikakulam,2034400,Srikakulam SDPO,2034212,Amadalavalasa Circle,2034001,Amadalavalasa
2034,Srikakulam,2034400,Srikakulam SDPO,2034212,Amadalavalasa Circle,2034008,Burja
2034,Srikakulam,2034400,Srikakulam SDPO,2034212,Amadalavalasa Circle,2034040,Ponduru
2034,Srikakulam,2034400,Srikakulam SDPO,2034212,Amadalavalasa Circle,2034050,Sarubujjili
2034,Srikakulam,2034400,Srikakulam SDPO,2034200,J.R.Puram Circle,2034013,Etcherla
2034,Srikakulam,2034400,Srikakulam SDPO,2034200,J.R.Puram Circle,2034015,G. Sigadam
2034,Srikakulam,2034400,Srikakulam SDPO,2034200,J.R.Puram Circle,2034021,J.R.Puram
2034,Srikakulam,2034400,Srikakulam SDPO,2034200,J.R.Puram Circle,2034028,Laveru
2034,Srikakulam,2034400,Srikakulam SDPO,2034202,Srikakulam Rural Circle,2034044,Gara
2034,Srikakulam,2034400,Srikakulam SDPO,2034202,Srikakulam Rural Circle,2034049,Srikakulam I Town
2034,Srikakulam,2034400,Srikakulam SDPO,2034202,Srikakulam Rural Circle,2034048,Srikakulam Rural
2034,Srikakulam,2034403,Tekkali SDPO,2034207,Kothuru Circle,2034017,Hiramandalam
2045,Tirupathi,0,-,0,-,2045090,"CCS , Tirumala"
2045,Tirupathi,0,-,0,-,2045009,"CCS , Tirupathi"
2045,Tirupathi,0,-,0,-,2045002,"Mahila UPS, Tirupathi"
2045,Tirupathi,0,-,0,-,2045092,Tirumala Traffic
2045,Tirupathi,0,-,0,-,2045060,Tirupathi Traffic
2045,Tirupathi,2045411,Naidupet SDPO,0,-,2031044,Naidupet UPS
2045,Tirupathi,2045411,Naidupet SDPO,2031209,Naidupet Rural Circle,2031007,Doravari Satram
2045,Tirupathi,2045411,Naidupet SDPO,2031209,Naidupet Rural Circle,2031050,Ozili
2045,Tirupathi,2045411,Naidupet SDPO,2031209,Naidupet Rural Circle,2031054,Pellakur
2045,Tirupathi,2045411,Naidupet SDPO,2031210,Sullurpet Circle,2031059,Sriharikota
2045,Tirupathi,2045411,Naidupet SDPO,2031210,Sullurpet Circle,2031061,Sullurpet
2045,Tirupathi,2045411,Naidupet SDPO,2031210,Sullurpet Circle,2031064,Tada
2045,Tirupathi,2045411,Naidupet SDPO,2031211,Vakadu Circle,2031013,Chittamuru
2045,Tirupathi,2045411,Naidupet SDPO,2031211,Vakadu Circle,2031075,Vakadu
2045,Tirupathi,2045411,Naidupet SDPO,2031208,Venkatagiri Circle,2031004,Balayapalli
2045,Tirupathi,2045411,Naidupet SDPO,2031208,Venkatagiri Circle,2031018,Dakkili
2045,Tirupathi,2045411,Naidupet SDPO,2031208,Venkatagiri Circle,2031071,Venkatagiri
2045,Tirupathi,2045413,Puttur SDPO,0,-,2014044,Puttur UPS
2045,Tirupathi,2045408,Renigunta SDPO,0,-,2045047,Renigunta UPS
2045,Tirupathi,2045408,Renigunta SDPO,0,-,2045037,Yerpedu UPS
2045,Tirupathi,2045408,Renigunta SDPO,2045221,Renigunta  Rural Circle,2045097,Airport
2045,Tirupathi,2045408,Renigunta SDPO,2045221,Renigunta  Rural Circle,2045088,Gajula mandyam
2045,Tirupathi,2045413,Puttur SDPO,2045229,Puttur Rural Circle,2045062,Vadamalpet
2045,Tirupathi,2045412,Sri City SDPO,0,-,2014098,Sri City UPS
2045,Tirupathi,2045404,Srikalahasti SDPO,0,-,2045016,Srikalahasthi I Town UPS
2045,Tirupathi,2045404,Srikalahasti SDPO,0,-,2045096,Srikalahasti II Town UPS
2045,Tirupathi,2045404,Srikalahasti SDPO,0,-,2045015,Srikalahasthi Rural UPS
2045,Tirupathi,2045404,Srikalahasti SDPO,2045225,Bn Kandriga Circle,2045074,B.N.Kandriga
2045,Tirupathi,2045404,Srikalahasti SDPO,2045225,Bn Kandriga Circle,2045079,Thottambedu
2045,Tirupathi,2045413,Puttur SDPO,2045229,Puttur Rural Circle,2014022,K.V.B.Puram
2045,Tirupathi,2045413,Puttur SDPO,2045229,Puttur Rural Circle,2014034,Narayanavanam
2045,Tirupathi,2045413,Puttur SDPO,2045229,Puttur Rural Circle,2014073,Pitchatoor
2045,Tirupathi,2045413,Puttur SDPO,2014220,Satyavedu Circle,2014029,Nagalapuram
2045,Tirupathi,2045413,Puttur SDPO,2014220,Satyavedu Circle,2014049,Satyavedu
2045,Tirupathi,2045413,Puttur SDPO,2014220,Satyavedu Circle,2014063,Vardaiahpalem
2045,Tirupathi,2045405,Tirumala SDPO,0,-,2045057,Tirumala I Town UPS
2045,Tirupathi,2045405,Tirumala SDPO,0,-,2045058,Tirumala II Town UPS
2045,Tirupathi,2045403,Tirupati SDPO,0,-,2045001,Alipiri UPS
2045,Tirupathi,2045406,Chandragiri SDPO,0,-,2045056,Tirchanur UPS
2045,Tirupathi,2045403,Tirupati SDPO,0,-,2045059,Tirupathi East UPS
2045,Tirupathi,2045406,Chandragiri SDPO,0,-,2045010,Chandragiri UPS
2045,Tirupathi,2045406,Chandragiri SDPO,0,-,2045089,Tirupati Rural UPS
2045,Tirupathi,2045406,Chandragiri SDPO,0,-,2014035,Pakala UPS
2045,Tirupathi,2045403,Tirupati SDPO,0,-,2045053,S.V.U.Campus UPS
2045,Tirupathi,2045403,Tirupati SDPO,0,-,2045061,Tirupathi West UPS
2045,Tirupathi,2045406,Chandragiri SDPO,2045227,Bhakrapet Circle,2014005,Bhakarapet
2045,Tirupathi,2045406,Chandragiri SDPO,2045227,Bhakrapet Circle,2014083,Yerravaripalem
2045,Tirupathi,2045406,Chandragiri SDPO,2045228,Chandragiri UPS,2045054,RC Puram 
2045,Tirupathi,2045408,Renigunta SDPO,2016214,Railway Kodur Rural Circle,2016008,Chitvel
2045,Tirupathi,2045408,Renigunta SDPO,0,-,2016026,Railway Kodur UPS
2045,Tirupathi,2045408,Renigunta SDPO,2016214,Railway Kodur Rural Circle,2016036,Obulavaripalli
2045,Tirupathi,2045408,Renigunta SDPO,2016214,Railway Kodur Rural Circle,2016046,Penagalur
2045,Tirupathi,2045408,Renigunta SDPO,2016214,Railway Kodur Rural Circle,2016045,Pullampeta
2038,Visakhapatnam Commissionerate,2038403,DCP L&O-I,2038308,ACP Dwaraka Sub-Division,2038092,Muvvalavanipalem
2038,Visakhapatnam Commissionerate,2038404,DCP L&O-II,2038300,ACP West,2038042,Kancharapalem PS
2038,Visakhapatnam Commissionerate,2038404,DCP L&O-II,2038300,ACP West,2038018,Gopalapatnam
2038,Visakhapatnam Commissionerate,2038404,DCP L&O-II,2038300,ACP West,2038072,Airport
2038,Visakhapatnam Commissionerate,2038404,DCP L&O-II,2038301,ACP South,2038011,Steelplant
2038,Visakhapatnam Commissionerate,2038404,DCP L&O-II,2038301,ACP South,2038010,Gajuwaka
2038,Visakhapatnam Commissionerate,0,-,0,-,2038070,"Mahila UPS, Visakhapatnam"
2038,Visakhapatnam Commissionerate,2038405,"ADCP, Traffic ",2038304,ACP Traffic,2038068,Gajuwaka Traffic
2038,Visakhapatnam Commissionerate,2038405,"ADCP, Traffic ",2038304,ACP Traffic,2038060,I Town Traffic
2038,Visakhapatnam Commissionerate,2038405,"ADCP, Traffic ",2038304,ACP Traffic,2038061,II Town Traffic
2038,Visakhapatnam Commissionerate,2038405,"ADCP, Traffic ",2038304,ACP Traffic,2038062,III Town Traffic
2038,Visakhapatnam Commissionerate,2038405,"ADCP, Traffic ",2038304,ACP Traffic,2038063,IV Town Traffic
2038,Visakhapatnam Commissionerate,2038405,"ADCP, Traffic ",2038304,ACP Traffic,2038064,Kancharapalem Traffic
2038,Visakhapatnam Commissionerate,2038405,"ADCP, Traffic ",2038304,ACP Traffic,2038015,New Port Traffic
2038,Visakhapatnam Commissionerate,2038406,DCP Crime,2038306,ACP Crime,2038005,CCS
2038,Visakhapatnam Commissionerate,2038406,DCP Crime,2038306,ACP Crime,2038073,Cyber Crime
2038,Visakhapatnam Commissionerate,2038403,DCP L&O-I,2038308,ACP Dwaraka Sub-Division,2038080,Arilova
2038,Visakhapatnam Commissionerate,2038403,DCP L&O-I,2038308,ACP Dwaraka Sub-Division,2038076,Dwaraka
2038,Visakhapatnam Commissionerate,2038404,DCP L&O-II,2038300,ACP West,2038035,Pendurthy
2038,Visakhapatnam Commissionerate,2038403,DCP L&O-I,2038303,ACP East,2038002,II Town
2038,Visakhapatnam Commissionerate,2038403,DCP L&O-I,2038303,ACP East,2038003,III Town
2038,Visakhapatnam Commissionerate,2038403,DCP L&O-I,2038303,ACP East,2038004,IV Town
2038,Visakhapatnam Commissionerate,2038403,DCP L&O-I,2038303,ACP East,2038091,Maharanipeta
2038,Visakhapatnam Commissionerate,2038403,DCP L&O-I,2038305,ACP North,2038006,Anandapuram
2038,Visakhapatnam Commissionerate,2038403,DCP L&O-I,2038305,ACP North,2038009,Bhimunipatnam
2038,Visakhapatnam Commissionerate,2038403,DCP L&O-I,2038305,ACP North,2038040,Padmanabham
2038,Visakhapatnam Commissionerate,2038403,DCP L&O-I,2038305,ACP North,2038017,PM Palem
2038,Visakhapatnam Commissionerate,2038404,DCP L&O-II,2038307,ACP Harbour Sub-Division,2038007,Harbour
2038,Visakhapatnam Commissionerate,2038404,DCP L&O-II,2038307,ACP Harbour Sub-Division,2038001,I Town
2038,Visakhapatnam Commissionerate,2038404,DCP L&O-II,2038307,ACP Harbour Sub-Division,2038008,Malkapuram
2038,Visakhapatnam Commissionerate,2038404,DCP L&O-II,2038307,ACP Harbour Sub-Division,2038014,New Port
2038,Visakhapatnam Commissionerate,2038404,DCP L&O-II,2038301,ACP South,2038075,Duvvada
2037,Vizianagaram,2037400,Vizianagaram SDPO,2037202,Vizianagaram Rural  Circle,2037020,Gantyada
2037,Vizianagaram,2037400,Vizianagaram SDPO,2037202,Vizianagaram Rural  Circle,2037063,Vizianagaram Rural
2037,Vizianagaram,0,-,0,-,2037073,"CCS , Vizianagaram"
2037,Vizianagaram,0,-,0,-,2037011,"Mahila UPS, Vizianagaram"
2037,Vizianagaram,0,-,0,-,2037064,Vizianagaram Traffic
2037,Vizianagaram,2037402,Bobbili SDPO,0,-,2037006,Bobbili Town
2037,Vizianagaram,2037402,Bobbili SDPO,2037205,Bobbili Rural Circle,2037065,Badangi
2037,Vizianagaram,2037402,Bobbili SDPO,2037205,Bobbili Rural Circle,2037041,Ramabhadrapuram
2037,Vizianagaram,2037402,Bobbili SDPO,2037205,Bobbili Rural Circle,2037004,Therlam
2037,Vizianagaram,2037402,Bobbili SDPO,2037215,Bobbili Town UPS,2037075,Bobbili Traffic
2037,Vizianagaram,2037402,Bobbili SDPO,2037207,Gajapathinagaram Circle,2037003,Andra
2037,Vizianagaram,2037402,Bobbili SDPO,2037207,Gajapathinagaram Circle,2037008,Burjavalasa
2037,Vizianagaram,2037402,Bobbili SDPO,2037207,Gajapathinagaram Circle,2037067,Bondapalli
2037,Vizianagaram,2037402,Bobbili SDPO,2037207,Gajapathinagaram Circle,2037019,Gajapathinagaram
2037,Vizianagaram,2037402,Bobbili SDPO,2037207,Gajapathinagaram Circle,2037033,Pedamanapuram
2037,Vizianagaram,2037404,Cheepurupalli SDPO,0,-,2034042,Rajam Town
2037,Vizianagaram,2037404,Cheepurupalli SDPO,2037206,Cheepurupalli Circle,2037007,Budarayavalasa
2037,Vizianagaram,2037404,Cheepurupalli SDPO,2037206,Cheepurupalli Circle,2037009,Cheepurupalli
2037,Vizianagaram,2037404,Cheepurupalli SDPO,2037206,Cheepurupalli Circle,2037022,Garividi
2037,Vizianagaram,2037404,Cheepurupalli SDPO,2037206,Cheepurupalli Circle,2037014,Gurla
2037,Vizianagaram,2037404,Cheepurupalli SDPO,2034210,Rajam Rural Circle ,2034043,Regidi Amudalavalsa
2037,Vizianagaram,2037404,Cheepurupalli SDPO,2034210,Rajam Rural Circle ,2034051,Santhakaviti
2037,Vizianagaram,2037404,Cheepurupalli SDPO,2034210,Rajam Rural Circle ,2034057,Vangara
2037,Vizianagaram,2037400,Vizianagaram SDPO,0,-,2037031,Kothavalasa
2037,Vizianagaram,2037400,Vizianagaram SDPO,0,-,2037061,Vizianagaram I Town
2037,Vizianagaram,2037400,Vizianagaram SDPO,0,-,2037062,Vizianagaram II Town
2037,Vizianagaram,2037400,Vizianagaram SDPO,0,-,2037005,Bhogapuram
2037,Vizianagaram,2037400,Vizianagaram SDPO,2037203,Bhogapuram Circle,2037010,Denkada
2037,Vizianagaram,2037400,Vizianagaram SDPO,2037203,Bhogapuram Circle,2037039,Nellimarla
2037,Vizianagaram,2037400,Vizianagaram SDPO,2037203,Bhogapuram Circle,2037070,Pusapatirega
2037,Vizianagaram,2037400,Vizianagaram SDPO,2037204,S.Kota Circle,2037025,Jami
2037,Vizianagaram,2037400,Vizianagaram SDPO,2037204,S.Kota Circle,2037029,L Kota
2037,Vizianagaram,2037400,Vizianagaram SDPO,0,-,2037048,S.Kota
2037,Vizianagaram,2037400,Vizianagaram SDPO,2037204,S.Kota Circle,2037055,Vallampudi
2018,West Godavari,2018405,Bhimavaram SDPO,0,-,2018072,Bhimavaram Traffic
2018,West Godavari,2018405,Bhimavaram SDPO,0,-,2018008,Bhimavaram I Town
2018,West Godavari,2018407,Tadepalligudem SDPO,2018224,Tanuku Town UPS,2018070,Tanuku Traffic PS
2018,West Godavari,2018407,Tadepalligudem SDPO,2018221,Tanuku Rural Circle,2018043,Tanuku Rural
2018,West Godavari,2018407,Tadepalligudem SDPO,2018221,Tanuku Rural Circle,2018053,Iragavaram
2018,West Godavari,2018407,Tadepalligudem SDPO,2018221,Tanuku Rural Circle,2018004,Attili
2018,West Godavari,2018403,Narasapuram SDPO,2018215,Penugonda Circle,2018056,Penumantra
2018,West Godavari,2018405,Bhimavaram SDPO,0,-,2018009,Bhimavaram II Town
2018,West Godavari,2018407,Tadepalligudem SDPO,0,-,2018041,Tadepalligudem Town
2018,West Godavari,2018405,Bhimavaram SDPO,2018220,Akivedu Circle,2018002,Akividu
2018,West Godavari,2018405,Bhimavaram SDPO,2018220,Akivedu Circle,2018026,Kalla
2018,West Godavari,2018405,Bhimavaram SDPO,2018220,Akivedu Circle,2018059,Undi
2018,West Godavari,2018405,Bhimavaram SDPO,2018214,Bhimavaram Rural Circle,2018007,Bhimavaram Rural
2018,West Godavari,2018405,Bhimavaram SDPO,2018214,Bhimavaram Rural Circle,2018039,Palakoderu
2018,West Godavari,2018405,Bhimavaram SDPO,2018214,Bhimavaram Rural Circle,2018048,Veeravasaram
2018,West Godavari,2018407,Tadepalligudem SDPO,2018219,Tadepalligudem Rural Circle,2018040,Pentapadu
2018,West Godavari,2018407,Tadepalligudem SDPO,2018219,Tadepalligudem Rural Circle,2018047,Tadepalligudem Rural
2018,West Godavari,2018407,Tadepalligudem SDPO,2018223,Tadepalligudem Town UPS,2018071,Tadepalligudem Traffic
2018,West Godavari,2018403,Narasapuram SDPO,0,-,2018031,Narasapuram Town
2018,West Godavari,2018403,Narasapuram SDPO,0,-,2018035,Palakollu Town
2018,West Godavari,2018407,Tadepalligudem SDPO,0,-,2018044,Tanuku Town
2018,West Godavari,2018403,Narasapuram SDPO,2018222,Narasapuram Rural Circle,2018029,Mogaltur
2018,West Godavari,2018403,Narasapuram SDPO,2018222,Narasapuram Rural Circle,2018033,Narasapuram Rural
2018,West Godavari,2018403,Narasapuram SDPO,2018217,Palakollu Rural Circle,2018034,Palakollu Rural
2018,West Godavari,2018403,Narasapuram SDPO,2018217,Palakollu Rural Circle,2018058,Poduru
2018,West Godavari,2018403,Narasapuram SDPO,2018217,Palakollu Rural Circle,2018061,Yelamanchili
2018,West Godavari,2018403,Narasapuram SDPO,2018215,Penugonda Circle,2018001,Achanta
2018,West Godavari,2018403,Narasapuram SDPO,2018215,Penugonda Circle,2018037,Penugonda
2016,YSR Kadapa,2016400,Kadapa SDPO,0,-,2016066,"CCS  , Kadapa"
2016,YSR Kadapa,2016405,Rajampet SDPO,2016231,T.Sundupalli Circle,2016062,Veeraballi
2016,YSR Kadapa,2016400,Kadapa SDPO,0,-,2016059,Kadapa Traffic UPS
2016,YSR Kadapa,2016401,Jammalamadugu SDPO,0,-,2016020,Jammalamadugu UPS
2016,YSR Kadapa,2016401,Jammalamadugu SDPO,0,-,2016031,Muddanur UPS
